"","est_escapement","optim_speed","cap_beta1","cap_beta2","surv_beta1","surv_beta2","loglik","model","QAICC","c_hat"
"1",1635,0.690462112426758,-1.1849626610577,-1.1849626610577,0.982671417443576,0.982671417443576,88.8996233231445,"constant capture and survival rates",12.7372122279719,20.4252681017613
"2",1711,0.636713981628418,-1.15943869827817,-1.15943869827817,1.04016707281773,1.8843969270937,87.8422767115761,"constant capture rate and survival related the sex",12.6336790350365,20.4252681017613
"3",NA,0.600831985473633,-1.34278876470261,-1.34278876470261,-0.0521484308389754,0.195611527016981,89.2540521757196,"constant capture rate and survival related the length",12.7719171680304,20.4252681017613
"4",1821,0.662752866744995,-2.79038775988116,0.734669524114125,0.973828845859756,0.973828845859752,87.5596289157432,"capture related to sex and constant survival rate",12.6060027475651,20.4252681017613
"5",2063,1.0649471282959,4.49267649818414,-0.00969150429452342,1.01601552266988,1.01601552266988,87.4942862842237,"capture related to length and constant survival rate",12.5996045322571,20.4252681017613
"6",NA,0.785650014877319,-3.09670358854799,0.704510580318949,0.80873248164987,0.746894028915079,87.9370524051515,"capture related to sex and survival related to length",12.6429592748947,20.4252681017613
"7",2134,0.850643157958984,3.69439385036083,-0.00857957568593247,1.25718330479856,1.51230184330002,87.0158824811988,"capture related to length and survival related to sex",12.5527602215101,20.4252681017613
"8",1810,0.675816059112549,-2.74679419219348,0.671029965917802,1.79781917395858,0.218325395785076,87.5561879858688,"capture related to sex and survival related to sex",12.6056658188298,20.4252681017613
"9",2006,0.829641103744507,4.15428076890999,-0.00951999170172791,0.248597941805489,0.00444883935778545,87.6526021857938,"capture related to length and survival related to length",12.6151064978402,20.4252681017613
