"est_escapement","optim_speed","cap_beta1","cap_beta2","surv_beta1","surv_beta2","loglik","model","QAICC","c_hat"
20506,2.68474316596985,-1.0949597230319,-0.0193054195711858,2.85119206143925,-0.00660620311455488,212.247867936766,"capture related to length and survival related to length",221.742763759829,1.96776798820989
