"est_escapement","optim_speed","cap_beta1","cap_beta2","surv_beta1","surv_beta2","loglik","model","QAICC","c_hat"
58492,37.0246150493622,-2.00569571499618,0.00122121159307575,0.285804923016405,-0.127195487642916,878.649132811543,"capture related to length and survival related to sex",125.777703862507,15.7222169019726
