"est_escapement","optim_speed","cap_beta1","cap_beta2","surv_beta1","surv_beta2","loglik","model","QAICC","c_hat"
45295,5.45228600502014,-2.35939884420237,-0.0118200022319447,4.55708807991211,0,531.18639590245,"capture related to length and survival related to sex",435.194022991896,2.4753210473469
