DiscTag,1,2,3,4
3D61534A22B01,1,1,0,0
3D61534A22B02,1,0,0,0
3D61534A22B03,1,0,0,0
3D61534A22B04,1,0,0,0
3D61534A22B05,1,0,1,0
3D61534A22B06,1,0,1,0
3D61534A22B07,1,0,0,0
3D61534A22B08,1,0,0,0
3D61534A22B0A,1,0,0,0
3D61534A22B0C,1,0,0,0
3D61534A22B0D,1,0,0,0
3D61534A22B10,1,0,0,0
3D61534A22B11,1,0,0,0
3D61534A22B12,1,0,0,0
3D61534A22B13,1,0,0,0
3D61534A22B14,1,0,0,0
3D61534A22B15,1,0,0,0
3D61534A22B17,1,0,0,0
3D61534A22B19,1,0,0,0
3D61534A22B1A,1,0,0,0
3D61534A22B1B,1,0,0,0
3D61534A22B1C,1,0,1,1
3D61534A22B1D,1,0,0,0
3D61534A22B1E,1,0,0,0
3D61534A22B1F,1,0,0,0
3D61534A22B21,1,0,0,0
3D61534A22B22,1,0,0,0
3D61534A22B23,1,1,0,0
3D61534A22B24,1,0,0,0
3D61534A22B25,1,0,1,0
3D61534A22B26,1,0,0,0
3D61534A22B27,1,0,0,0
3D61534A22B28,1,0,0,0
3D61534A22B29,1,0,0,0
3D61534A22B2A,1,1,0,0
3D61534A22B2B,1,0,1,0
3D61534A22B2C,1,0,0,0
3D61534A22B2D,1,0,0,0
3D61534A22B2E,1,0,0,0
3D61534A22B2F,1,0,0,0
3D61534A22B30,1,0,0,0
3D61534A22B31,1,0,0,0
3D61534A22B32,1,0,0,0
3D61534A22B33,1,0,0,0
3D61534A22B34,1,0,0,0
3D61534A22B35,1,0,0,0
3D61534A22B36,1,0,0,0
3D61534A22B37,1,0,0,0
3D61534A22B38,1,0,0,0
3D61534A22B39,1,0,0,0
3D61534A22B3A,1,0,0,0
3D61534A22B3B,1,0,0,0
3D61534A22B3C,1,0,0,0
3D61534A22B3D,1,0,0,0
3D61534A22B3E,1,0,0,0
3D61534A22B3F,1,0,0,0
3D61534A22B40,1,0,0,0
3D61534A22B41,1,0,0,0
3D61534A22B42,1,0,0,0
3D61534A22B43,1,0,0,0
3D61534A22B44,1,0,0,0
3D61534A22B45,1,0,0,0
3D61534A22B46,1,0,1,0
3D61534A22B47,1,0,0,0
3D61534A22B48,1,0,0,0
3D61534A22B49,1,0,0,0
3D61534A22B4A,1,0,0,0
3D61534A22B4C,1,0,0,0
3D61534A22B4D,1,0,0,0
3D61534A22B4E,1,0,0,0
3D61534A22B4F,1,0,0,0
3D61534A22B50,1,0,0,0
3D61534A22B51,1,0,0,0
3D61534A22B52,1,0,0,0
3D61534A22B53,1,0,0,0
3D61534A22B54,1,0,0,0
3D61534A22B56,1,0,0,0
3D61534A22B57,1,0,0,0
3D61534A22B58,1,0,0,0
3D61534A22B59,1,0,0,0
3D61534A22B5A,1,0,0,0
3D61534A22B5C,1,0,0,0
3D61534A22B5D,1,0,0,0
3D61534A22B5E,1,0,0,0
3D61534A22B5F,1,0,0,0
3D61534A22B60,1,0,1,0
3D61534A22B61,1,0,0,0
3D61534A22B64,1,0,0,0
3D61534A22B65,1,0,0,0
3D61534A22B66,1,0,0,0
3D61534A22B67,1,0,0,0
3D61534A22B68,1,0,0,0
3D61534A22B69,1,1,0,0
3D61534A22B6A,1,0,0,0
3D61534A22B6B,1,0,0,0
3D61534A22B6C,1,0,0,0
3D61534A22B6D,1,0,0,0
3D61534A22B6E,1,0,0,0
3D61534A22B6F,1,0,0,0
3D61534A22B70,1,0,0,0
3D61534A22B71,1,0,0,0
3D61534A22B72,0,1,0,0
3D61534A22B73,0,1,0,0
3D61534A22B74,1,0,0,0
3D61534A22B75,1,0,0,0
3D61534A22B77,1,0,0,0
3D61534A22B78,1,0,0,0
3D61534A22B79,1,0,1,0
3D61534A22B7A,1,0,0,0
3D61534A22B7B,1,0,0,0
3D61534A22B7C,1,0,0,0
3D61534A22B7D,1,0,0,0
3D61534A22B7E,1,0,0,0
3D61534A22B7F,1,0,0,0
3D61534A22B80,1,0,0,0
3D61534A22B81,1,0,0,0
3D61534A22B82,1,0,0,0
3D61534A22B83,1,0,0,0
3D61534A22B84,1,0,1,0
3D61534A22B85,1,0,0,0
3D61534A22B86,1,0,0,0
3D61534A22B87,1,0,0,0
3D61534A22B88,1,0,0,0
3D61534A22B89,0,1,0,0
3D61534A22B8A,0,1,0,0
3D61534A22B8B,1,1,0,0
3D61534A22B8C,1,0,0,0
3D61534A22B8D,1,0,0,0
3D61534A22B90,1,0,0,0
3D61534A22B91,1,0,0,0
3D61534A22B92,0,1,0,0
3D61534A22B93,1,0,0,0
3D61534A22B94,1,0,0,0
3D61534A22B95,0,1,0,0
3D61534A22B96,1,0,0,0
3D61534A22B98,1,0,0,0
3D61534A22B99,1,0,0,0
3D61534A22B9A,1,0,0,0
3D61534A22B9B,0,1,0,0
3D61534A22B9C,1,0,0,0
3D61534A22B9D,1,0,0,0
3D61534A22B9E,1,0,0,0
3D61534A22B9F,0,1,0,0
3D61534A22BA1,1,0,0,0
3D61534A22BA2,1,0,0,0
3D61534A22BA3,1,0,0,0
3D61534A22BA4,1,0,0,0
3D61534A22BA5,1,0,0,0
3D61534A22BA6,1,0,0,0
3D61534A22BA8,1,0,0,0
3D61534A22BA9,1,0,0,0
3D61534A22BAA,1,0,0,0
3D61534A22BAB,1,0,0,0
3D61534A22BAC,1,0,0,0
3D61534A22BAD,1,0,0,0
3D61534A22BAE,1,0,0,0
3D61534A22BAF,1,0,0,0
3D61534A22BB0,1,1,0,0
3D61534A22BB1,1,0,0,0
3D61534A22BB2,1,0,0,0
3D61534A22BB3,1,0,1,0
3D61534A22BB4,1,0,0,0
3D61534A22BB5,1,0,0,0
3D61534A22BB6,1,0,0,1
3D61534A22BB7,1,0,0,0
3D61534A22BB8,1,0,0,0
3D61534A22BB9,1,0,0,0
3D61534A22BBB,1,0,0,0
3D61534A22BBC,1,0,0,0
3D61534A22BBD,1,0,0,0
3D61534A22BBE,1,0,0,0
3D61534A22BBF,1,0,0,0
3D61534A22BC0,1,0,0,0
3D61534A22BC1,1,0,0,0
3D61534A22BC4,1,0,1,0
3D61534A22BC5,1,0,0,0
3D61534A22BC6,1,0,0,0
3D61534A22BC8,1,0,0,0
3D61534A22BC9,1,0,0,0
3D61534A22BCA,1,0,0,0
3D61534A22BCB,1,0,0,0
3D61534A22BCC,1,1,0,0
3D61534A22BCD,1,0,0,1
3D61534A22BCE,1,0,0,0
3D61534A22BCF,1,0,0,0
3D61534A22BD0,1,0,0,0
3D61534A22BD1,1,0,0,0
3D61534A22BD2,1,0,0,0
3D61534A22BD3,1,0,0,0
3D61534A22BD5,1,0,1,0
3D61534A22BD7,1,0,0,0
3D61534A22BD9,1,0,0,1
3D61534A22BDA,1,0,0,0
3D61534A22BDB,1,0,0,0
3D61534A22BDC,1,0,0,0
3D61534A22BDD,1,0,0,0
3D61534A22BDE,1,0,0,0
3D61534A22BDF,1,0,0,0
3D61534A22BE0,1,0,0,0
3D61534A22BE1,1,0,0,0
3D61534A22BE2,1,0,0,0
3D61534A22BE4,1,0,0,0
3D61534A22BE5,1,0,0,0
3D61534A22BE6,1,0,0,0
3D61534A22BE7,1,0,0,0
3D61534A22BE8,1,0,0,0
3D61534A22BE9,1,0,0,0
3D61534A22BEA,1,0,0,0
3D61534A22BEB,1,0,0,0
3D61534A22BEC,1,0,0,0
3D61534A22BED,1,0,0,0
3D61534A22BEE,1,0,0,0
3D61534A22BEF,1,0,0,0
3D61534A22BF0,1,0,0,0
3D61534A22BF1,1,0,0,0
3D61534A22BF3,1,0,0,0
3D61534A22BF5,1,0,0,0
3D61534A22BF6,1,0,0,0
3D61534A22BF7,1,0,0,0
3D61534A22BF8,1,1,0,0
3D61534A22BFB,1,0,0,0
3D61534A22BFC,1,0,0,0
3D61534A22BFE,1,0,0,0
3D61534A22BFF,1,0,0,0
3D61534A22C00,1,0,0,0
3D61534A22C01,1,0,0,0
3D61534A22C02,1,0,0,0
3D61534A22C03,1,0,0,0
3D61534A22C05,1,0,0,0
3D61534A22C06,1,0,0,0
3D61534A22C07,1,0,0,0
3D61534A22C08,1,0,0,0
3D61534A22C09,1,1,0,0
3D61534A22C0A,1,0,0,0
3D61534A22C0B,1,0,0,0
3D61534A22C0C,1,0,0,0
3D61534A22C0E,1,0,0,0
3D61534A22C0F,1,0,0,0
3D61534A22C10,1,0,0,0
3D61534A22C11,1,0,0,0
3D61534A22C12,1,0,0,0
3D61534A22C13,1,0,0,0
3D61534A22C14,1,0,0,0
3D61534A22C15,1,0,0,0
3D61534A22C16,1,1,0,0
3D61534A22C17,1,0,0,0
3D61534A22C18,1,0,0,0
3D61534A22C19,1,0,0,0
3D61534A22C1A,1,0,0,0
3D61534A22C1B,1,0,0,0
3D61534A22C1C,1,0,0,0
3D61534A22C1D,1,0,0,0
3D61534A22C1E,1,1,0,0
3D61534A22C1F,1,0,0,0
3D61534A22C20,1,0,0,0
3D61534A22C21,1,0,0,0
3D61534A22C22,1,0,0,0
3D61534A22C23,1,0,0,0
3D61534A22C24,1,0,0,0
3D61534A22C25,1,0,0,0
3D61534A22C26,1,0,0,0
3D61534A22C27,1,0,0,0
3D61534A22C28,1,0,0,0
3D61534A22C29,1,0,0,0
3D61534A22C2A,1,0,0,0
3D61534A22C2B,1,0,0,0
3D61534A22C2C,1,0,0,0
3D61534A22C2D,1,0,0,0
3D61534A22C2E,1,0,0,0
3D61534A22C2F,1,0,0,0
3D61534A22C30,1,1,0,0
3D61534A22C31,1,0,0,0
3D61534A22C32,1,0,0,0
3D61534A22C33,1,0,0,0
3D61534A22C34,1,0,0,0
3D61534A22C35,1,0,0,0
3D61534A22C36,1,0,0,0
3D61534A22C37,1,0,0,0
3D61534A22C38,1,0,0,0
3D61534A22C39,1,0,0,0
3D61534A22C3A,1,0,1,0
3D61534A22C3B,1,0,0,0
3D61534A22C3C,1,0,0,0
3D61534A22C3D,1,0,0,0
3D61534A22C3E,1,0,0,0
3D61534A22C41,1,0,0,0
3D61534A22C43,1,0,0,0
3D61534A22C45,1,0,0,0
3D61534A22C48,1,0,0,0
3D61534A22C49,1,0,0,0
3D61534A22C4A,1,0,0,0
3D61534A22C4B,1,0,0,0
3D61534A22C4C,1,0,0,0
3D61534A22C4D,1,1,0,0
3D61534A22C4E,1,0,0,0
3D61534A22C4F,1,0,0,0
3D61534A22C50,1,0,0,0
3D61534A22C52,1,0,0,0
3D61534A22C53,1,0,0,0
3D61534A22C54,1,0,0,0
3D61534A22C55,1,0,0,0
3D61534A22C57,1,0,0,0
3D61534A22C58,1,0,0,0
3D61534A22C59,1,0,0,0
3D61534A22C5B,1,0,0,0
3D61534A22C5C,1,0,0,0
3D61534A22C5E,1,0,0,0
3D61534A22C5F,1,0,0,0
3D61534A22C62,1,0,0,0
3D61534A22C63,1,0,0,0
3D61534A22C66,1,0,0,0
3D61534A22C67,1,0,1,0
3D61534A22C68,1,0,1,0
3D61534A22C69,1,0,0,0
3D61534A22C6A,1,0,0,0
3D61534A22C6C,1,0,0,0
3D61534A22C6E,1,0,0,0
3D61534A22C6F,1,0,0,0
3D61534A22C70,1,0,0,0
3D61534A22C71,1,0,0,0
3D61534A22C72,1,0,0,0
3D61534A22C73,1,0,0,0
3D61534A22C74,1,0,0,0
3D61534A22C77,1,0,0,0
3D61534A22C78,1,0,0,0
3D61534A22C79,1,0,0,0
3D61534A22C7A,1,0,0,0
3D61534A22C7B,1,0,0,0
3D61534A22C7C,1,0,0,0
3D61534A22C7D,1,0,0,0
3D61534A22C7E,1,0,0,0
3D61534A22C7F,1,0,0,0
3D61534A22C80,1,0,0,0
3D61534A22C82,1,0,0,0
3D61534A22C83,1,0,0,0
3D61534A22C84,1,0,0,0
3D61534A22C85,1,0,0,0
3D61534A22C86,1,0,0,0
3D61534A22C87,1,0,0,0
3D61534A22C88,1,0,0,0
3D61534A22C89,1,0,0,0
3D61534A22C8B,1,0,1,0
3D61534A22C8C,1,0,0,0
3D61534A22C8D,1,0,0,0
3D61534A22C8E,1,0,0,0
3D61534A22C8F,1,0,0,0
3D61534A22C91,1,0,0,0
3D61534A22C92,1,0,0,0
3D61534A22C93,1,0,0,0
3D61534A22C94,1,0,0,0
3D61534A22C95,1,0,0,0
3D61534A22C96,1,0,0,0
3D61534A22C97,1,0,0,0
3D61534A22C98,1,0,0,0
3D61534A22C99,1,0,0,0
3D61534A22C9A,1,0,0,0
3D61534A22C9B,1,0,0,0
3D61534A22C9C,1,0,0,0
3D61534A22C9D,1,0,0,0
3D61534A22C9E,1,0,0,0
3D61534A22CA0,1,0,1,0
3D61534A22CA1,1,0,0,0
3D61534A22CA2,1,0,0,0
3D61534A22CA3,1,0,0,0
3D61534A22CA4,1,0,1,0
3D61534A22CA5,1,0,0,0
3D61534A22CA7,1,0,0,1
3D61534A22CA8,1,0,0,0
3D61534A22CAA,1,0,0,0
3D61534A22CAB,1,0,0,0
3D61534A22CAC,1,0,0,0
3D61534A22CAD,1,0,0,0
3D61534A22CAE,1,0,0,0
3D61534A22CAF,0,1,0,0
3D61534A22CB0,1,0,0,0
3D61534A22CB1,1,0,0,0
3D61534A22CB2,1,0,0,0
3D61534A22CB3,1,0,0,0
3D61534A22CB4,1,0,0,0
3D61534A22CB5,1,0,0,0
3D61534A22CB7,1,0,0,0
3D61534A22CB9,1,0,0,0
3D61534A22CBA,1,0,0,0
3D61534A22CBB,1,0,0,0
3D61534A22CBC,1,0,0,0
3D61534A22CBD,1,0,0,0
3D61534A22CBE,1,0,0,0
3D61534A22CBF,1,0,0,0
3D61534A22CC0,1,0,0,0
3D61534A22CC2,1,0,0,0
3D61534A22CC3,1,0,0,0
3D61534A22CC4,1,1,0,1
3D61534A22CC5,1,0,0,0
3D61534A22CC6,1,0,1,0
3D61534A22CC7,1,0,0,0
3D61534A22CC8,1,0,0,0
3D61534A22CC9,1,0,0,0
3D61534A22CCA,1,0,0,0
3D61534A22CCB,1,0,0,0
3D61534A22CCD,1,0,0,0
3D61534A22CCE,1,0,0,0
3D61534A22CD0,0,1,0,0
3D61534A22CD1,1,0,0,0
3D61534A22CD2,1,0,0,0
3D61534A22CD3,0,1,0,0
3D61534A22CD5,1,0,0,0
3D61534A22CD7,1,0,1,0
3D61534A22CD8,1,0,0,0
3D61534A22CD9,1,0,0,0
3D61534A22CDA,1,0,0,0
3D61534A22CDB,1,0,0,0
3D61534A22CDD,1,0,0,0
3D61534A22CDE,1,0,0,0
3D61534A22CDF,0,1,0,0
3D61534A22CE0,1,0,0,0
3D61534A22CE2,0,1,0,0
3D61534A22CE3,1,0,0,0
3D61534A22CE4,1,1,0,0
3D61534A22CE5,1,0,0,0
3D61534A22CE6,1,0,0,0
3D61534A22CE9,1,0,0,0
3D61534A22CEA,1,0,0,1
3D61534A22CEE,1,0,0,0
3D61534A22CEF,1,0,0,0
3D61534A22CF1,1,0,0,0
3D61534A22CF2,1,0,0,0
3D61534A22CF3,1,0,0,0
3D61534A22CF4,1,0,0,0
3D61534A22CF5,1,0,0,0
3D61534A22CF6,1,0,0,0
3D61534A22CF8,1,0,0,0
3D61534A22CF9,1,0,0,0
3D61534A22CFA,0,1,0,0
3D61534A22CFB,1,0,0,0
3D61534A22CFC,1,0,0,0
3D61534A22CFD,1,0,0,0
3D61534A22CFE,1,0,0,0
3D61534A22CFF,0,1,0,0
3D61534A22D01,1,0,0,0
3D61534A22D02,1,0,0,0
3D61534A22D03,1,0,0,0
3D61534A22D05,1,0,0,0
3D61534A22D06,1,0,0,0
3D61534A22D07,1,0,0,0
3D61534A22D08,1,0,0,0
3D61534A22D09,1,0,0,0
3D61534A22D0C,1,0,0,1
3D61534A22D0D,1,0,0,0
3D61534A22D0E,1,0,0,1
3D61534A22D0F,1,0,0,0
3D61534A22D11,1,0,0,0
3D61534A22D12,1,0,0,0
3D61534A22D13,1,0,0,0
3D61534A22D14,1,0,0,0
3D61534A22D15,1,0,0,0
3D61534A22D17,0,1,0,0
3D61534A22D18,0,1,0,0
3D61534A22D19,1,0,1,0
3D61534A22D1A,1,0,0,0
3D61534A22D1B,1,0,0,0
3D61534A22D1C,1,0,1,0
3D61534A22D1E,1,0,0,0
3D61534A22D1F,1,0,0,0
3D61534A22D20,0,1,0,0
3D61534A22D21,1,0,0,0
3D61534A22D22,1,0,0,0
3D61534A22D23,1,0,0,0
3D61534A22D24,0,1,0,0
3D61534A22D25,1,0,0,0
3D61534A22D26,1,0,0,0
3D61534A22D27,1,0,0,0
3D61534A22D28,1,0,0,0
3D61534A22D2A,1,0,0,0
3D61534A22D2B,1,0,0,0
3D61534A22D2C,1,0,0,0
3D61534A22D2D,1,0,0,0
3D61534A22D2E,1,0,0,0
3D61534A22D2F,1,0,0,0
3D61534A22D30,0,1,0,0
3D61534A22D31,1,0,0,0
3D61534A22D32,1,0,0,0
3D61534A22D33,0,1,0,0
3D61534A22D34,0,1,0,0
3D61534A22D35,0,1,0,0
3D61534A22D39,0,1,0,0
3D61534A22D3D,0,1,0,0
3D61534A22D3E,0,1,0,0
3D61534A22D3F,1,0,0,0
3D61534A22D41,0,1,0,0
3D61534A22D42,0,1,0,0
3D61534A22D43,0,1,0,0
3D61534A22D44,1,0,0,0
3D61534A22D45,0,1,0,0
3D61534A22D47,0,1,1,0
3D61534A22D48,0,1,0,0
3D61534A22D49,0,1,0,0
3D61534A22D4C,0,1,0,0
3D61534A22D4E,0,1,0,0
3D61534A22D50,0,1,0,0
3D61534A22D52,0,1,0,0
3D61534A22D54,1,0,1,0
3D61534A22D55,1,0,0,0
3D61534A22D56,0,1,0,0
3D61534A22D57,0,1,0,0
3D61534A22D58,0,1,0,0
3D61534A22D5A,1,0,0,0
3D61534A22D5B,0,1,0,0
3D61534A22D5C,0,1,0,0
3D61534A22D5D,0,1,0,0
3D61534A22D5E,0,1,0,0
3D61534A22D60,0,1,0,0
3D61534A22D61,0,1,0,1
3D61534A22D64,1,0,0,0
3D61534A22D65,0,1,0,0
3D61534A22D67,0,1,0,0
3D61534A22D68,1,0,0,0
3D61534A22D69,0,1,0,0
3D61534A22D6D,0,1,0,0
3D61534A22D6F,1,0,0,0
3D61534A22D70,0,1,0,0
3D61534A22D71,0,1,0,0
3D61534A22D72,0,1,0,0
3D61534A22D73,0,1,0,0
3D61534A22D74,0,1,0,0
3D61534A22D75,1,0,0,0
3D61534A22D76,0,1,0,0
3D61534A22D77,0,1,0,0
3D61534A22D78,0,1,0,0
3D61534A22D79,0,1,0,0
3D61534A22D7A,0,1,0,0
3D61534A22D7D,0,1,0,0
3D61534A22D7E,1,0,0,0
3D61534A22D7F,1,0,0,0
3D61534A22D80,1,0,0,0
3D61534A22D81,0,1,0,0
3D61534A22D83,1,0,0,0
3D61534A22D85,0,1,0,0
3D61534A22D86,0,1,0,0
3D61534A22D87,0,1,0,0
3D61534A22D88,0,1,0,0
3D61534A22D89,0,1,0,0
3D61534A22D8A,0,1,0,0
3D61534A22D8B,0,1,0,0
3D61534A22D8C,1,0,0,0
3D61534A22D8E,1,0,0,0
3D61534A22D8F,1,0,0,0
3D61534A22D90,1,1,0,0
3D61534A22D91,0,1,0,0
3D61534A22D93,1,0,0,0
3D61534A22D94,0,1,0,0
3D61534A22D96,1,0,0,0
3D61534A22D97,0,1,0,0
3D61534A22D98,0,1,0,0
3D61534A22D99,0,1,0,0
3D61534A22D9A,0,1,0,0
3D61534A22D9B,0,1,0,0
3D61534A22D9C,0,1,0,0
3D61534A22D9D,0,1,0,0
3D61534A22D9F,0,1,0,0
3D61534A22DA1,0,1,0,0
3D61534A22DA3,0,1,0,0
3D61534A22DA4,0,1,0,0
3D61534A23575,0,1,0,0
3D61534A23576,0,1,0,0
3D61534A23577,0,1,0,0
3D61534A23578,0,1,0,0
3D61534A23579,0,1,0,0
3D61534A2357A,0,1,0,0
3D61534A2357C,0,1,0,0
3D61534A2357D,0,1,0,0
3D61534A2357E,0,1,0,0
3D61534A2357F,0,1,0,0
3D61534A23580,0,1,0,0
3D61534A23582,0,1,0,0
3D61534A23583,0,1,0,0
3D61534A23584,1,0,0,0
3D61534A23585,0,1,0,0
3D61534A23586,0,1,0,0
3D61534A23587,0,1,0,0
3D61534A23588,0,1,0,0
3D61534A23589,0,1,0,0
3D61534A2358A,0,1,0,0
3D61534A2358B,0,1,0,0
3D61534A2358C,0,1,0,0
3D61534A2358E,0,1,0,0
3D61534A2358F,1,0,0,0
3D61534A23590,0,1,1,0
3D61534A23592,0,1,0,1
3D61534A23593,0,1,0,0
3D61534A23594,0,1,0,0
3D61534A23595,0,1,0,0
3D61534A23596,0,1,0,0
3D61534A23597,0,1,0,0
3D61534A23598,0,1,0,0
3D61534A23599,0,1,0,0
3D61534A2359A,1,0,0,0
3D61534A2359B,1,0,0,0
3D61534A2359C,0,1,0,0
3D61534A2359D,0,1,0,0
3D61534A2359E,0,1,0,0
3D61534A2359F,0,1,1,0
3D61534A235A0,0,1,0,0
3D61534A235A1,0,1,0,0
3D61534A235A2,0,1,0,0
3D61534A235A3,1,0,0,0
3D61534A235A4,0,1,0,0
3D61534A235A6,0,1,0,0
3D61534A235A7,1,0,0,0
3D61534A235A8,0,1,0,0
3D61534A235A9,1,0,0,0
3D61534A235AA,1,0,0,0
3D61534A235AB,0,1,0,0
3D61534A235AC,1,0,0,0
3D61534A235AD,0,1,0,0
3D61534A235AE,0,1,0,0
3D61534A235AF,1,0,0,0
3D61534A235B0,0,1,0,0
3D61534A235B1,0,1,0,0
3D61534A235B2,1,0,0,0
3D61534A235B3,1,0,0,0
3D61534A235B4,1,0,0,0
3D61534A235B6,0,1,0,0
3D61534A235B7,0,1,0,0
3D61534A235B8,1,0,0,0
3D61534A235B9,0,1,0,0
3D61534A235BA,0,1,0,0
3D61534A235BB,0,1,0,0
3D61534A235BC,0,1,0,0
3D61534A235BD,1,0,0,0
3D61534A235BF,0,1,0,0
3D61534A235C0,0,1,0,0
3D61534A235C1,1,0,0,0
3D61534A235C2,1,0,0,0
3D61534A235C3,0,1,0,0
3D61534A235C4,0,1,0,0
3D61534A235C5,0,1,0,0
3D61534A235C6,0,1,0,0
3D61534A235C7,0,1,0,0
3D61534A235C8,0,1,0,0
3D61534A235C9,0,1,0,0
3D61534A235CA,1,0,0,0
3D61534A235CB,0,1,0,0
3D61534A235CC,0,1,0,0
3D61534A235CE,0,1,0,0
3D61534A235CF,0,1,0,0
3D61534A235D0,0,1,0,0
3D61534A235D1,0,1,0,0
3D61534A235D4,0,1,0,0
3D61534A235D7,0,1,0,0
3D61534A235D8,0,1,1,0
3D61534A235D9,0,1,0,0
3D61534A235DA,0,1,0,0
3D61534A235DC,0,1,0,0
3D61534A235DD,0,1,0,0
3D61534A235E0,0,1,0,0
3D61534A235E1,0,1,0,0
3D61534A235E3,0,1,0,0
3D61534A235E4,0,1,0,0
3D61534A235E5,0,1,1,0
3D61534A235E7,0,1,0,0
3D61534A235E8,0,1,0,0
3D61534A235E9,0,1,0,0
3D61534A235EA,0,1,0,0
3D61534A235EB,0,1,0,0
3D61534A235EC,0,1,0,0
3D61534A235ED,0,1,0,0
3D61534A235EE,0,1,0,0
3D61534A235EF,0,1,0,0
3D61534A235F0,0,1,0,0
3D61534A235F1,0,1,0,0
3D61534A235F2,0,1,0,0
3D61534A235F3,0,1,0,0
3D61534A235F4,0,1,0,0
3D61534A235F6,0,1,0,0
3D61534A235F7,0,1,0,1
3D61534A235F8,0,1,0,0
3D61534A235F9,0,1,1,0
3D61534A235FA,0,1,0,0
3D61534A235FB,0,1,0,0
3D61534A235FE,0,1,0,0
3D61534A235FF,0,1,0,0
3D61534A23600,0,1,0,0
3D61534A23602,0,1,0,0
3D61534A23603,0,1,0,0
3D61534A23604,0,1,0,1
3D61534A23605,0,1,0,0
3D61534A23606,1,0,0,0
3D61534A23607,0,1,0,0
3D61534A2360A,0,1,0,0
3D61534A2360B,0,1,0,0
3D61534A2360D,0,1,0,0
3D61534A2360E,0,1,0,0
3D61534A2360F,0,1,0,0
3D61534A23610,0,1,0,0
3D61534A23611,0,1,0,0
3D61534A23612,0,1,0,0
3D61534A23613,0,1,0,0
3D61534A23614,0,1,1,0
3D61534A23615,0,1,0,0
3D61534A23616,0,1,0,0
3D61534A23617,0,1,0,0
3D61534A23618,0,1,1,0
3D61534A2361A,0,1,0,0
3D61534A2361B,1,0,1,1
3D61534A2361D,0,1,0,0
3D61534A2361E,0,1,0,0
3D61534A2361F,0,1,0,0
3D61534A23621,0,1,0,0
3D61534A23622,0,1,0,0
3D61534A23623,0,1,0,0
3D61534A23624,0,1,0,0
3D61534A23626,0,1,0,0
3D61534A23627,0,1,0,0
3D61534A23629,0,1,0,0
3D61534A2362A,0,1,0,0
3D61534A2362B,0,1,0,0
3D61534A2362C,0,1,0,0
3D61534A2362D,1,0,0,0
3D61534A2364A,0,1,0,0
3D61534A2364E,0,1,0,0
3D61534A23650,0,1,0,0
3D61534A23654,0,1,0,0
3D61534A2365A,0,1,0,0
3D61534A2365D,0,1,0,0
3D61534A23665,0,1,0,0
3D61534A23667,0,0,1,0
3D61534A23668,0,1,0,0
3D61534A2366E,0,1,0,1
3D61534A23670,0,1,0,0
3D61534A23672,0,1,0,0
3D61534A23673,0,1,0,0
3D61534A23675,0,1,0,0
3D61534A2367A,0,1,0,0
3D61534A2367C,0,1,0,0
3D61534A2367D,0,1,0,0
3D61534A2367E,0,1,0,0
3D61534A2367F,0,1,0,0
3D61534A23680,0,1,0,0
3D61534A23681,0,1,0,0
3D61534A23684,0,1,0,0
3D61534A23685,0,1,0,0
3D61534A23686,0,1,0,0
3D61534A23688,0,1,0,0
3D61534A2368B,0,1,0,0
3D61534A2368D,0,1,0,0
3D61534A2368E,0,1,0,0
3D61534A2368F,0,1,0,0
3D61534A23696,0,1,0,0
3D61534A23698,0,1,0,0
3D61534A23699,0,1,0,0
3D61534A2369D,0,1,0,0
3D61534A236A3,0,1,0,0
3D61534A236AD,0,1,0,0
3D61534A236AF,0,1,0,0
3D61534A236B1,0,1,0,0
3D61534A236B2,0,1,0,0
3D61534A236B8,0,1,0,0
3D61534A236BA,0,1,0,0
3D61534A236BD,0,1,0,0
3D61534A236C0,0,1,0,0
3D61534A236C2,0,1,0,0
3D61534A236C6,0,1,0,0
3D61534A236C7,0,1,0,0
3D61534A236CC,0,1,0,0
3D61534A236CE,0,1,0,0
3D61534A236CF,0,1,0,0
3D61534A236D9,0,1,0,0
3D61534A236DA,0,1,0,0
3D61534A236DD,0,1,0,0
3D61534A236E5,0,1,0,0
3D61534A236EB,0,1,0,0
3D61534A236EE,0,1,0,0
3D61534A236F2,0,1,0,0
3D61534A236F5,0,1,0,0
3D61534A71039,0,0,1,0
3D61534A7103A,0,0,1,0
3D61534A7103B,0,0,1,0
3D61534A7103C,0,0,1,0
3D61534A7103E,0,0,1,0
3D61534A7103F,0,0,1,0
3D61534A71040,0,0,1,0
3D61534A71041,0,0,1,0
3D61534A71043,0,0,1,0
3D61534A71044,0,0,1,0
3D61534A71045,0,0,1,0
3D61534A71047,0,0,1,0
3D61534A71048,0,0,1,0
3D61534A71049,0,0,1,0
3D61534A7104A,0,0,1,0
3D61534A7104B,0,0,1,0
3D61534A7104C,0,0,1,0
3D61534A7104D,0,0,1,0
3D61534A71050,0,0,1,0
3D61534A71051,0,0,1,0
3D61534A71052,0,0,1,0
3D61534A71053,0,0,1,0
3D61534A71054,0,0,1,0
3D61534A71055,0,0,1,0
3D61534A71057,0,0,1,0
3D61534A71059,0,0,1,0
3D61534A7105B,0,0,1,0
3D61534A7105C,0,0,1,0
3D61534A7105D,0,0,1,0
3D61534A7105F,0,0,1,0
3D61534A71060,0,0,1,0
3D61534A71061,0,0,1,0
3D61534A71062,0,0,1,0
3D61534A71063,0,0,1,0
3D61534A71064,0,0,1,0
