DiscTag,1,2,3,4
3D61534A219BB,0,0,1,0
3D61534A219BD,0,0,1,0
3D61534A219BE,0,0,1,0
3D61534A219BF,0,0,1,0
3D61534A219C1,0,0,1,0
3D61534A219C2,0,0,1,0
3D61534A219C3,0,0,1,0
3D61534A219C4,0,0,1,0
3D61534A219C5,0,0,1,0
3D61534A219C6,0,0,1,0
3D61534A219C7,0,0,1,0
3D61534A219C8,0,0,1,0
3D61534A219C9,0,0,1,0
3D61534A219CA,0,0,1,0
3D61534A219CB,0,0,1,0
3D61534A219CC,0,0,1,0
3D61534A219CD,0,0,1,0
3D61534A219CE,0,0,1,0
3D61534A219CF,0,0,1,0
3D61534A219D0,0,0,1,0
3D61534A219D1,0,0,1,0
3D61534A219D2,0,0,1,1
3D61534A219D3,0,0,1,0
3D61534A219D4,0,0,1,0
3D61534A219D6,0,0,1,0
3D61534A219D7,0,0,1,0
3D61534A219D8,0,0,1,0
3D61534A219D9,0,0,1,0
3D61534A219DA,0,0,1,0
3D61534A219DB,0,0,1,0
3D61534A219DC,0,0,1,0
3D61534A219DD,0,0,1,0
3D61534A219DE,0,0,1,0
3D61534A219DF,0,0,1,0
3D61534A219E0,0,0,1,0
3D61534A219E1,0,0,1,0
3D61534A219E2,0,0,1,0
3D61534A219E3,0,0,1,1
3D61534A219E4,0,0,1,0
3D61534A219E5,0,0,1,0
3D61534A219E6,0,0,1,1
3D61534A219E7,0,0,1,0
3D61534A219E8,0,0,1,0
3D61534A219E9,0,0,1,0
3D61534A219EA,0,0,1,0
3D61534A219EB,0,0,1,0
3D61534A219EC,0,0,1,0
3D61534A219ED,0,0,1,0
3D61534A219EE,0,0,1,0
3D61534A219EF,0,0,1,0
3D61534A219F0,0,0,1,0
3D61534A219F1,0,0,1,0
3D61534A219F2,0,0,1,0
3D61534A219F3,0,0,1,0
3D61534A219F4,0,0,1,0
3D61534A219F5,0,0,1,0
3D61534A219F6,0,0,1,0
3D61534A219F7,0,0,1,0
3D61534A219F8,0,0,1,0
3D61534A219F9,0,0,1,0
3D61534A219FA,0,0,1,0
3D61534A219FB,0,0,1,0
3D61534A219FC,0,0,1,0
3D61534A219FD,0,0,1,0
3D61534A219FE,0,0,1,0
3D61534A219FF,0,0,1,0
3D61534A21A00,0,0,1,0
3D61534A21A01,0,0,1,0
3D61534A21A02,0,0,1,0
3D61534A21A03,0,0,1,0
3D61534A21A04,0,0,1,0
3D61534A21A05,0,0,1,1
3D61534A21A06,0,0,1,0
3D61534A21A07,0,0,1,0
3D61534A21A08,0,0,1,0
3D61534A21A09,0,0,1,0
3D61534A21A0A,0,0,1,0
3D61534A21A0B,0,0,1,0
3D61534A21A0C,0,1,0,0
3D61534A21A0D,0,1,1,0
3D61534A21A0E,0,1,0,0
3D61534A21A0F,0,1,1,0
3D61534A21A10,0,1,0,1
3D61534A21A13,0,1,0,0
3D61534A21A14,0,1,0,0
3D61534A21A15,0,0,1,0
3D61534A21A16,0,1,0,0
3D61534A21A17,0,0,1,0
3D61534A21A18,0,1,0,0
3D61534A21A19,0,1,0,0
3D61534A21A1B,0,1,0,0
3D61534A21A1C,0,1,0,1
3D61534A21E05,0,1,0,0
3D61534A21E06,0,1,1,0
3D61534A21E07,0,1,0,0
3D61534A21E08,0,1,0,0
3D61534A21E09,0,1,0,0
3D61534A21E0A,0,1,0,0
3D61534A21E0B,0,1,0,0
3D61534A21E0C,0,1,0,0
3D61534A21E0D,0,1,0,0
3D61534A21E0E,0,1,0,0
3D61534A21E0F,0,1,0,0
3D61534A21E11,0,1,0,0
3D61534A21E12,0,1,0,0
3D61534A21E13,0,1,0,0
3D61534A21E14,0,1,0,0
3D61534A21E15,0,1,1,0
3D61534A21E16,0,1,0,0
3D61534A21E17,0,1,0,0
3D61534A21E18,0,1,0,0
3D61534A21E19,0,1,0,0
3D61534A21E1B,0,1,0,0
3D61534A21E1C,0,1,0,0
3D61534A21E1D,0,1,0,0
3D61534A21E1E,0,1,0,0
3D61534A21E1F,0,1,0,1
3D61534A21E20,0,1,0,0
3D61534A21E21,0,1,0,0
3D61534A21E22,0,1,0,0
3D61534A21E23,0,1,0,0
3D61534A21E24,0,1,0,0
3D61534A21E25,0,1,0,0
3D61534A21E27,0,0,1,0
3D61534A21E28,0,1,0,0
3D61534A21E29,0,1,0,0
3D61534A21E2A,0,1,0,0
3D61534A21E2B,0,1,0,0
3D61534A21E2C,0,1,0,0
3D61534A21E2D,0,1,0,0
3D61534A21E2E,0,1,0,0
3D61534A21E2F,0,1,0,0
3D61534A21E30,0,1,0,0
3D61534A21E31,0,1,0,0
3D61534A21E32,0,1,0,0
3D61534A21E33,0,1,0,0
3D61534A21E34,0,1,0,0
3D61534A21E35,0,1,0,0
3D61534A21E36,0,1,0,0
3D61534A21E37,0,1,0,0
3D61534A21E38,0,1,0,0
3D61534A21E39,0,1,0,0
3D61534A21E3A,0,0,1,0
3D61534A21E3B,0,1,1,0
3D61534A21E3C,0,1,0,0
3D61534A21E3D,0,1,0,0
3D61534A21E3E,0,1,0,0
3D61534A21E3F,0,1,0,0
3D61534A21E40,0,1,0,0
3D61534A21E41,0,1,0,0
3D61534A21E42,0,1,0,0
3D61534A21E43,0,1,0,1
3D61534A21E44,0,1,0,0
3D61534A21E46,0,1,0,0
3D61534A21E47,0,1,0,0
3D61534A21E48,0,1,0,0
3D61534A21E49,0,1,0,0
3D61534A21E4A,0,1,0,0
3D61534A21E4C,0,1,0,0
3D61534A21E4D,0,1,0,0
3D61534A21E4E,0,1,0,0
3D61534A21E4F,0,1,0,1
3D61534A21E50,0,1,0,0
3D61534A21E51,0,1,0,0
3D61534A21E52,0,1,0,0
3D61534A21E53,0,0,1,0
3D61534A21E54,0,1,0,0
3D61534A21E55,0,1,0,0
3D61534A21E56,0,1,0,0
3D61534A21E57,1,0,0,0
3D61534A21E58,0,0,1,0
3D61534A21E5A,1,0,0,0
3D61534A21E5B,1,0,0,0
3D61534A21E5C,1,0,0,0
3D61534A21E5D,0,0,1,0
3D61534A21E5E,1,0,1,0
3D61534A21E5F,1,0,0,0
3D61534A21E60,1,0,0,0
3D61534A21E61,1,0,0,0
3D61534A21E62,1,0,0,0
3D61534A21E63,0,0,1,0
3D61534A21E64,1,0,0,0
3D61534A21E65,1,0,0,0
3D61534A21E66,1,0,0,0
3D61534A21E67,1,0,0,0
3D61534A21E68,1,0,0,0
3D61534A21E69,1,0,0,0
3D61534A21E6A,1,0,0,0
3D61534A21E6B,1,0,0,0
3D61534A21E6C,0,0,1,0
3D61534A21E6D,1,0,0,0
3D61534A21E6E,1,0,0,0
3D61534A21E70,1,0,0,0
3D61534A21E71,1,0,0,0
3D61534A21E72,1,0,0,0
3D61534A21E73,1,0,0,0
3D61534A21E74,1,0,0,0
3D61534A21E75,1,0,0,0
3D61534A21E76,0,0,1,0
3D61534A21E78,0,0,1,0
3D61534A21E79,0,0,1,0
3D61534A21E7A,1,0,0,0
3D61534A21E7B,1,0,0,0
3D61534A21E7C,1,0,0,0
3D61534A21E7D,1,0,0,0
3D61534A21E7E,1,0,0,0
3D61534A21E7F,1,0,0,0
3D61534A21E80,1,0,0,0
3D61534A21E81,1,0,0,0
3D61534A21E82,0,0,1,0
3D61534A21E83,0,0,1,0
3D61534A21E84,0,0,1,0
3D61534A21E85,1,0,0,0
3D61534A21E86,1,0,0,0
3D61534A21E87,1,0,0,0
3D61534A21E88,1,0,0,0
3D61534A21E89,0,0,1,0
3D61534A21E8A,1,0,0,0
3D61534A21E8B,1,0,0,0
3D61534A21E8C,0,0,1,0
3D61534A21E8D,1,0,0,0
3D61534A21E8F,0,0,1,0
3D61534A21E90,1,0,0,0
3D61534A21E91,0,0,1,0
3D61534A21E92,0,0,1,0
3D61534A21E93,1,0,0,0
3D61534A21E94,1,0,0,0
3D61534A21E95,1,0,1,0
3D61534A21E96,0,0,1,0
3D61534A21E97,1,0,0,0
3D61534A21E98,1,0,0,0
3D61534A21E99,0,0,1,0
3D61534A21E9A,0,0,1,0
3D61534A21E9B,0,0,1,0
3D61534A21E9C,1,0,0,0
3D61534A21E9D,1,0,0,0
3D61534A21E9E,0,0,1,0
3D61534A21E9F,1,0,0,0
3D61534A21EA0,1,1,0,0
3D61534A21EA1,0,0,1,0
3D61534A21EA2,0,0,1,0
3D61534A21EA5,1,0,0,0
3D61534A21EA6,1,0,0,0
3D61534A21EA7,0,0,1,0
3D61534A21EA8,1,0,0,0
3D61534A21EA9,1,0,0,0
3D61534A21EAA,1,0,0,1
3D61534A21EAB,1,0,0,0
3D61534A21EAC,0,0,1,0
3D61534A21EAD,1,0,0,0
3D61534A21EAE,1,0,0,0
3D61534A21EAF,1,0,0,0
3D61534A21EB0,1,0,0,0
3D61534A21EB1,0,0,1,0
3D61534A21EB4,1,0,0,0
3D61534A21EB5,0,0,1,0
3D61534A21EB6,1,0,0,0
3D61534A21EB7,1,0,0,0
3D61534A21EB8,1,0,0,0
3D61534A21EB9,1,0,0,0
3D61534A21EBA,1,0,0,0
3D61534A21EBB,1,0,0,0
3D61534A21EBC,1,0,0,0
3D61534A21EBD,1,0,1,0
3D61534A21EBE,1,0,0,0
3D61534A21EBF,1,0,0,0
3D61534A21EC1,1,0,0,0
3D61534A21EC2,1,0,0,0
3D61534A21EC3,1,0,0,0
3D61534A21EC4,1,0,0,0
3D61534A21EC5,1,0,0,0
3D61534A21EC6,1,0,0,0
3D61534A21EC7,1,0,0,0
3D61534A21EC8,1,0,0,0
3D61534A21EC9,1,0,0,0
3D61534A21ECA,1,0,0,0
3D61534A21ECB,1,0,0,0
3D61534A21ECC,1,0,0,0
3D61534A21ECD,1,0,0,0
3D61534A21ECF,1,0,0,0
3D61534A21ED0,1,0,0,0
3D61534A21ED1,1,0,0,0
3D61534A21ED2,1,0,0,0
3D61534A21ED3,1,0,0,0
3D61534A21ED4,1,0,0,0
3D61534A21ED5,1,0,0,1
3D61534A21ED6,1,0,0,0
3D61534A21ED7,1,0,0,0
3D61534A21ED8,1,0,0,0
3D61534A21ED9,1,0,0,0
3D61534A21EDA,1,0,0,0
3D61534A21EDB,1,0,0,0
3D61534A21EDC,1,0,0,0
3D61534A21EDD,1,0,0,0
3D61534A21EDE,1,0,0,0
3D61534A21EDF,1,0,0,0
3D61534A21EE0,1,0,0,0
3D61534A21EE1,1,0,0,0
3D61534A21EE2,1,0,0,0
3D61534A21EE3,1,0,0,0
3D61534A21EE4,1,0,0,0
3D61534A21EE5,1,0,0,0
3D61534A21EE6,1,0,0,0
3D61534A21EE7,1,0,0,0
3D61534A21EE8,1,0,0,0
3D61534A21EE9,1,0,0,0
3D61534A21EEA,1,0,0,0
3D61534A21EEB,1,0,0,0
3D61534A21EEC,1,0,1,0
3D61534A21EED,1,0,0,0
3D61534A21EEE,1,0,0,0
3D61534A21EEF,1,0,0,0
3D61534A21EF0,1,0,0,0
3D61534A21EF1,1,0,0,0
3D61534A21EF2,1,0,0,0
3D61534A21EF3,1,0,0,0
3D61534A21EF5,1,0,1,0
3D61534A21EF7,1,0,0,0
3D61534A21EF8,1,0,0,0
3D61534A21EF9,1,0,0,0
3D61534A21EFA,1,0,0,0
3D61534A21EFB,1,0,0,0
3D61534A21EFC,1,0,0,1
3D61534A21EFD,1,0,0,0
3D61534A21EFE,1,0,0,0
3D61534A21EFF,1,0,0,0
3D61534A21F00,1,0,0,0
3D61534A21F01,1,0,0,0
3D61534A21F02,1,0,0,0
3D61534A21F03,1,0,0,0
3D61534A21F04,1,0,1,0
3D61534A21F05,1,0,0,0
3D61534A21F06,1,0,0,0
3D61534A21F07,1,0,0,0
3D61534A21F08,1,0,0,0
3D61534A21F09,1,0,0,0
3D61534A21F0A,1,0,0,0
3D61534A21F0B,1,1,0,0
3D61534A21F0C,1,0,0,0
3D61534A21F0D,1,0,0,0
3D61534A21F0E,1,0,0,0
3D61534A21F0F,1,0,0,0
3D61534A21F10,1,0,0,0
3D61534A21F11,1,0,0,0
3D61534A21F12,1,0,0,0
3D61534A21F13,1,0,0,0
3D61534A21F14,1,0,0,0
3D61534A21F15,1,0,0,0
3D61534A21F16,1,0,0,0
3D61534A21F17,1,0,0,0
3D61534A21F18,1,0,0,0
3D61534A21F19,1,0,0,0
3D61534A21F1A,1,0,0,0
3D61534A21F1B,1,0,0,0
3D61534A21F1C,1,0,0,0
3D61534A21F1D,1,0,0,0
3D61534A21F1E,1,0,0,0
3D61534A21F1F,1,0,0,0
3D61534A21F20,1,0,0,0
3D61534A21F22,1,0,0,0
3D61534A21F23,1,0,0,0
3D61534A21F24,1,0,0,0
3D61534A21F25,1,0,0,0
3D61534A21F26,1,0,0,0
3D61534A21F27,1,0,0,0
3D61534A21F28,1,0,0,0
3D61534A21F2A,1,0,0,0
3D61534A21F2B,1,0,1,0
3D61534A21F2C,1,0,0,0
3D61534A21F2D,1,0,0,0
3D61534A21F2E,1,0,0,0
3D61534A21F2F,1,0,0,0
3D61534A21F30,1,0,0,0
3D61534A21F31,1,0,0,0
3D61534A21F32,1,0,1,0
3D61534A21F33,1,0,0,0
3D61534A21F34,1,0,0,0
3D61534A21F35,1,0,0,0
3D61534A21F36,1,0,0,0
3D61534A21F37,1,0,0,0
3D61534A21F38,1,0,0,0
3D61534A21F39,1,0,0,0
3D61534A21F3A,1,0,0,0
3D61534A21F3B,1,0,0,0
3D61534A21F3C,1,0,0,0
3D61534A21F3D,1,0,0,0
3D61534A21F3E,1,0,0,0
3D61534A21F3F,1,0,0,0
3D61534A21F40,1,0,0,0
3D61534A21F41,1,0,0,0
3D61534A21F44,1,0,0,0
3D61534A21F45,1,0,0,0
3D61534A21F46,1,0,0,0
3D61534A21F47,1,0,0,0
3D61534A21F48,1,0,0,0
3D61534A21F49,1,0,0,0
3D61534A21F4A,1,0,0,0
3D61534A21F4B,1,0,0,0
3D61534A21F4C,1,0,0,0
3D61534A21F4D,1,0,0,0
3D61534A21F4E,1,0,0,0
3D61534A21F4F,1,1,0,0
3D61534A21F50,1,0,0,0
3D61534A21F51,1,0,0,0
3D61534A21F52,1,0,0,0
3D61534A21F53,1,0,0,0
3D61534A21F54,1,0,0,0
3D61534A21F55,0,0,0,1
3D61534A21F57,1,0,0,0
3D61534A21F58,1,0,0,0
3D61534A21F59,1,0,0,0
3D61534A21F5A,1,0,0,0
3D61534A21F5B,1,0,0,0
3D61534A21F5C,1,0,0,0
3D61534A21F5D,1,0,0,0
3D61534A21F5E,1,0,0,0
3D61534A21F5F,1,0,0,0
3D61534A21F60,1,0,0,0
3D61534A21F61,1,1,0,0
3D61534A21F62,1,0,0,0
3D61534A21F63,1,0,0,0
3D61534A21F64,1,0,0,0
3D61534A21F65,1,0,0,0
3D61534A21F66,1,0,0,0
3D61534A21F67,1,0,0,0
3D61534A21F68,1,0,0,0
3D61534A21F69,1,0,0,0
3D61534A21F6A,1,0,0,0
3D61534A21F6B,1,0,0,0
3D61534A21F6C,1,0,0,0
3D61534A21F6D,1,0,0,0
3D61534A21F6E,1,0,0,0
3D61534A21F6F,1,0,0,0
3D61534A21F70,1,0,0,0
3D61534A21F71,1,0,0,0
3D61534A21F72,1,0,0,0
3D61534A21F73,1,0,0,0
3D61534A21F74,1,0,0,0
3D61534A21F75,1,0,0,0
3D61534A21F78,1,0,0,0
3D61534A21F79,1,0,0,0
3D61534A21F7A,1,0,0,0
3D61534A21F7B,1,0,0,0
3D61534A21F7C,1,0,0,0
3D61534A21F7D,1,0,0,0
3D61534A21F7E,1,0,0,0
3D61534A21F7F,1,0,0,0
3D61534A21F80,1,0,0,0
3D61534A21F81,1,0,0,0
3D61534A21F82,1,0,0,0
3D61534A22A75,0,1,0,0
3D61534A22A79,1,0,0,0
3D61534A22A7A,1,1,0,0
3D61534A22A7B,0,1,0,0
3D61534A22A7D,0,1,0,0
3D61534A22A7F,0,1,0,0
3D61534A22A81,1,0,0,0
3D61534A22A82,0,1,0,0
3D61534A22A85,1,0,0,0
3D61534A22A87,1,0,0,0
3D61534A22A88,0,1,0,0
3D61534A22A8B,1,0,1,0
3D61534A22A8F,1,0,0,0
3D61534A22A91,1,0,0,0
3D61534A22A93,1,0,0,0
3D61534A22A99,1,0,0,0
3D61534A22A9C,0,1,0,0
3D61534A22A9D,1,0,0,0
3D61534A22A9E,0,1,0,0
3D61534A22AA4,1,0,0,0
3D61534A22AA9,1,0,0,0
3D61534A22AAA,0,1,0,0
3D61534A22AAE,1,0,0,0
3D61534A22AAF,1,0,0,0
3D61534A22AB3,0,1,0,0
3D61534A22AB7,1,0,0,0
3D61534A22ABC,1,0,0,0
3D61534A22AC1,0,1,0,0
3D61534A22AC3,1,0,0,0
3D61534A22AC4,0,1,0,0
3D61534A22AC7,0,1,0,0
3D61534A22AC8,0,1,0,0
3D61534A22ACA,1,0,0,0
3D61534A22ACB,1,0,0,0
3D61534A22ACD,1,0,0,0
3D61534A22AD0,1,0,0,0
3D61534A22AD1,0,1,0,0
3D61534A22AD5,1,0,0,0
3D61534A22AD7,1,0,0,0
3D61534A22AD8,0,1,0,0
3D61534A22AD9,1,0,0,0
3D61534A22ADA,1,0,0,0
3D61534A22ADB,1,0,0,0
3D61534A22ADC,1,0,0,0
3D61534A22ADD,1,0,0,0
3D61534A22ADE,1,0,0,0
3D61534A22ADF,1,0,0,0
3D61534A22AE0,1,0,0,0
3D61534A22AE1,1,0,0,0
3D61534A22AE2,1,0,0,0
3D61534A22AE4,1,0,0,0
3D61534A22AE5,1,0,0,0
3D61534A22AE6,1,0,0,0
3D61534A22AE7,1,0,0,0
3D61534A22AE8,1,0,0,0
3D61534A22AE9,1,0,0,0
3D61534A22AEA,1,0,0,0
3D61534A22AEC,1,0,0,0
3D61534A22AED,1,0,0,0
3D61534A22AEE,1,1,0,1
3D61534A22AEF,1,0,0,0
3D61534A22AF0,1,0,0,0
3D61534A22AF1,1,0,0,0
3D61534A22AF2,1,0,0,0
3D61534A22AF3,1,0,0,0
3D61534A22AF4,1,0,0,0
3D61534A22AF5,1,0,0,0
3D61534A22AF6,1,0,0,0
3D61534A22AF7,1,0,0,0
3D61534A22AF8,1,0,0,0
3D61534A22AF9,1,0,0,0
3D61534A22AFA,1,0,0,0
3D61534A22AFB,1,0,0,0
3D61534A22AFC,1,1,0,0
3D61534A22AFE,1,0,0,0
3D61534A22AFF,1,0,0,0
3D61534A22B00,1,0,0,0
