DiscTag,sex,length
3D61534A21E7C,F,134
3D61534A21E7D,F,105
3D61534A21E7E,F,103
3D61534A21E82,F,129
3D61534A21E83,F,95
3D61534A21E84,F,76
3D61534A21E85,F,100
3D61534A21E89,F,91
3D61534A21E8A,F,143
3D61534A21E8C,F,109
3D61534A21E8D,F,101
3D61534A21E8F,F,151
3D61534A21E90,F,99
3D61534A21E91,F,97
3D61534A21E92,F,123
3D61534A21E96,F,86
3D61534A21E97,F,83
3D61534A21E99,F,89
3D61534A21E9A,F,153
3D61534A21E9B,F,137
3D61534A21E9E,F,141
3D61534A21E9F,F,90
3D61534A21EA1,F,101
3D61534A21EA2,F,86
3D61534A21EA7,F,142
3D61534A21EA8,F,130
3D61534A21EA9,F,103
3D61534A21EAA,F,103
3D61534A21EAC,F,81
3D61534A21EB0,F,220
3D61534A21EB1,F,127
3D61534A21EB4,F,146
3D61534A21EB5,F,80
3D61534A21EB7,F,104
3D61534A21EB8,F,80
3D61534A21EB9,F,98
3D61534A21EBB,F,98
3D61534A21EBC,F,95
3D61534A21EBD,F,142
3D61534A21EBE,F,111
3D61534A21EBF,F,91
3D61534A21EC1,F,116
3D61534A21EC2,F,190
3D61534A21EC3,F,82
3D61534A21EC4,F,120
3D61534A21EC5,F,93
3D61534A21EC6,F,109
3D61534A21EC7,F,109
3D61534A21EC8,F,77
3D61534A21EC9,F,110
3D61534A21ECA,F,84
3D61534A21ECB,F,161
3D61534A21ECC,F,96
3D61534A21ECD,F,78
3D61534A21ECF,F,96
3D61534A21ED0,F,160
3D61534A21ED1,F,96
3D61534A21ED2,F,149
3D61534A21ED3,F,91
3D61534A21ED4,F,92
3D61534A21ED5,F,94
3D61534A21ED6,F,120
3D61534A21ED7,F,88
3D61534A21ED8,F,74
3D61534A21ED9,F,138
3D61534A21EDA,F,101
3D61534A21EDB,F,106
3D61534A21EDC,F,151
3D61534A21EDD,F,100
3D61534A21EDE,F,82
3D61534A21EDF,F,117
3D61534A21EE0,F,147
3D61534A21EE1,F,142
3D61534A21EE2,F,163
3D61534A21EE3,F,128
3D61534A21EE4,F,102
3D61534A21EE5,F,153
3D61534A21EE6,F,164
3D61534A21EE7,F,127
3D61534A21EE8,F,87
3D61534A21EE9,F,87
3D61534A21EEA,F,100
3D61534A21EEB,F,59
3D61534A21EEC,F,136
3D61534A21EED,F,101
3D61534A21EEE,F,180
3D61534A21EEF,F,81
3D61534A21EF0,F,106
3D61534A21EF1,F,124
3D61534A21EF2,F,119
3D61534A21EF3,F,187
3D61534A21EF5,F,195
3D61534A21EF7,F,155
3D61534A21EF8,F,160
3D61534A21EF9,F,86
3D61534A21EFA,F,125
3D61534A21EFB,F,127
3D61534A21EFC,F,160
3D61534A21EFD,F,120
3D61534A21EFE,F,94
3D61534A21EFF,F,82
3D61534A21F00,F,95
3D61534A21F01,F,190
3D61534A21F02,F,98
3D61534A21F03,F,75
3D61534A21F04,F,87
3D61534A21F05,F,149
3D61534A21F06,F,122
3D61534A21F07,F,82
3D61534A21F08,F,94
3D61534A21F09,F,82
3D61534A21F0A,F,96
3D61534A21F0B,F,75
3D61534A21F0C,F,119
3D61534A21F0D,F,85
3D61534A21F0E,F,98
3D61534A21F0F,F,109
3D61534A21F10,F,92
3D61534A21F11,F,87
3D61534A21F12,F,100
3D61534A21F13,F,104
3D61534A21F14,F,135
3D61534A21F15,F,172
3D61534A21F16,F,86
3D61534A21F17,F,97
3D61534A21F18,F,87
3D61534A21F19,F,79
3D61534A21F1A,F,143
3D61534A21F1B,F,80
3D61534A21F1C,F,88
3D61534A21F1D,F,155
3D61534A21F1E,F,135
3D61534A21F1F,F,156
3D61534A21F20,F,84
3D61534A21F22,F,135
3D61534A21F23,F,160
3D61534A21F24,F,108
3D61534A21F25,F,164
3D61534A21F26,F,172
3D61534A21F27,F,99
3D61534A21F28,F,91
3D61534A21F2A,F,91
3D61534A21F2B,F,78
3D61534A21F2C,F,144.5
3D61534A21F2D,F,126
3D61534A21F2E,F,92
3D61534A21F2F,F,91
3D61534A21F30,F,111
3D61534A21F31,F,84
3D61534A21F32,F,89
3D61534A21F33,F,86
3D61534A21F34,F,97
3D61534A21F35,F,147
3D61534A21F36,F,153
3D61534A21F37,F,112
3D61534A21F38,F,145
3D61534A21F39,F,102
3D61534A21F3A,F,91
3D61534A21F3B,F,82
3D61534A21F3C,F,94
3D61534A21F3D,F,98
3D61534A21F3E,F,129
3D61534A21F3F,F,89
3D61534A21F40,F,100
3D61534A21F41,F,88
3D61534A21F44,F,103
3D61534A21F45,F,115
3D61534A21F46,F,150
3D61534A21F47,F,140
3D61534A21F48,F,87
3D61534A21F49,F,132
3D61534A21F4A,F,86
3D61534A21F4B,F,92
3D61534A21F4C,F,96
3D61534A21F4D,F,137
3D61534A21F4E,F,100
3D61534A21F4F,F,101
3D61534A21F50,F,77
3D61534A21F51,F,83
3D61534A21F52,F,95
3D61534A21F53,F,105
3D61534A21F54,F,138
3D61534A21F55,F,113
3D61534A21F57,F,78
3D61534A21F58,F,82
3D61534A21F59,F,162
3D61534A21F5A,F,145
3D61534A21F5B,F,98
3D61534A21F5C,F,110
3D61534A21F5D,F,165
3D61534A21F5E,F,119
3D61534A21F5F,F,127
3D61534A21F60,F,145.5
3D61534A21F61,F,77
3D61534A21F62,F,81
3D61534A21F63,F,158
3D61534A21F64,F,134
3D61534A21F65,F,100
3D61534A21F66,F,103
3D61534A21F67,F,145
3D61534A21F68,F,143
3D61534A21F69,F,94
3D61534A21F6A,F,142
3D61534A21F6B,F,125
3D61534A21F6C,F,145
3D61534A21F6D,F,156
3D61534A21F6E,F,155
3D61534A21F6F,F,129
3D61534A21F70,F,85
3D61534A21F71,F,83
3D61534A21F72,F,129
3D61534A21F73,F,161
3D61534A21F74,F,82
3D61534A21F75,F,126
3D61534A21F78,F,80
3D61534A21F79,F,99
3D61534A21F7A,F,119
3D61534A21F7B,F,150
3D61534A21F7C,F,179
3D61534A21F7D,F,171
3D61534A21F7E,F,96
3D61534A21F7F,F,139
3D61534A21F80,F,94
3D61534A21F81,F,81
3D61534A21F82,F,194
3D61534A22A75,F,154
3D61534A22A79,F,140
3D61534A22A7A,F,101
3D61534A22A7B,F,83
3D61534A22A7D,F,84
3D61534A22A7F,F,81
3D61534A22A81,F,78
3D61534A22A82,F,97
3D61534A22A85,F,130
3D61534A22A87,F,157
3D61534A22A88,F,97
3D61534A22A8B,F,134
3D61534A22A8F,F,94
3D61534A22A91,F,86
3D61534A22A93,F,130
3D61534A22A99,F,86
3D61534A22A9C,F,133
3D61534A22A9D,F,107
3D61534A22A9E,F,71
3D61534A22AA4,F,129
3D61534A22AA9,F,96
3D61534A22AAA,F,139
3D61534A22AAE,F,155
3D61534A22AAF,F,89
3D61534A22AB3,F,127
3D61534A22AB7,F,94
3D61534A22ABC,F,98
3D61534A22AC1,F,94
3D61534A22AC3,F,117
3D61534A22AC4,F,94
3D61534A22AC7,F,110
3D61534A22AC8,F,110
3D61534A22ACA,F,77
3D61534A22ACB,F,88
3D61534A22ACD,F,92
3D61534A22AD0,F,43
3D61534A22AD1,F,81
3D61534A22AD5,F,90
3D61534A22AD7,F,70
3D61534A22AD8,F,109
3D61534A22AD9,F,130
3D61534A22ADA,F,92
3D61534A22ADB,F,127
3D61534A22ADC,F,109
3D61534A22ADD,F,76
3D61534A22ADE,F,140
3D61534A22ADF,F,107
3D61534A22AE0,F,94
3D61534A22AE1,F,82
3D61534A22AE2,F,81
3D61534A22AE4,F,103
3D61534A22AE5,F,75
3D61534A22AE6,F,124
3D61534A22AE7,F,100
3D61534A22AE8,F,82
3D61534A22AE9,F,93
3D61534A22AEA,F,92
3D61534A22AEC,F,96
3D61534A22AED,F,105
3D61534A22AEE,F,99
3D61534A22AEF,F,77
3D61534A22AF0,F,122
3D61534A22AF1,F,84
3D61534A22AF2,F,138
3D61534A22AF3,F,99
3D61534A22AF4,F,131
3D61534A22AF5,F,130
3D61534A22AF6,F,144
3D61534A22AF7,F,81
3D61534A22AF8,F,170
3D61534A22AF9,F,77
3D61534A22AFA,F,116
3D61534A22AFB,F,114
3D61534A22AFC,F,88
3D61534A22AFE,F,154
3D61534A22AFF,F,88
3D61534A22B00,F,87
3D61534A22B01,F,98
3D61534A22B02,F,104
3D61534A22B03,F,84
3D61534A22B04,F,136
3D61534A22B05,F,135
3D61534A22B06,F,137
3D61534A22B07,F,106
3D61534A22B08,F,129
3D61534A22B0A,F,106
3D61534A22B0C,F,90
3D61534A22B0D,F,81
3D61534A22B10,F,92
3D61534A22B11,F,114
3D61534A22B12,F,133
3D61534A22B13,F,84
3D61534A22B14,F,124
3D61534A22B15,F,100
3D61534A22B17,F,78
3D61534A22B19,F,133
3D61534A22B1A,F,85
3D61534A22B1B,F,95
3D61534A22B1C,F,116
3D61534A22B1D,F,64
3D61534A22B1E,F,100
3D61534A22B1F,F,104
3D61534A22B21,F,149
3D61534A22B22,F,89
3D61534A22B23,F,103
3D61534A22B24,F,100
3D61534A22B25,F,76
3D61534A22B26,F,112
3D61534A22B27,F,128
3D61534A22B28,F,145
3D61534A22B29,F,84
3D61534A22B2A,F,154
3D61534A22B2B,F,119
3D61534A22B2C,F,90
3D61534A22B2D,F,97
3D61534A22B2E,F,170
3D61534A22B2F,F,115
3D61534A22B30,F,117
3D61534A22B31,F,81
3D61534A22B32,F,99
3D61534A22B33,F,127
3D61534A22B34,F,80
3D61534A22B35,F,134
3D61534A22B36,F,127
3D61534A22B37,F,85
3D61534A22B38,F,101
3D61534A22B39,F,96
3D61534A22B3A,F,72
3D61534A22B3B,F,91
3D61534A22B3C,F,109
3D61534A22B3D,F,108
3D61534A22B3E,F,131
3D61534A22B3F,F,90
3D61534A22B40,F,170
3D61534A22B41,F,119
3D61534A22B42,F,180
3D61534A22B43,F,73
3D61534A22B44,F,119
3D61534A22B45,F,123
3D61534A22B46,F,120
3D61534A22B47,F,132
3D61534A22B48,F,84
3D61534A22B49,F,83
3D61534A22B4A,F,84
3D61534A22B4C,F,128
3D61534A22B4D,F,129
3D61534A22B4E,F,160
3D61534A22B4F,F,85
3D61534A22B50,F,81
3D61534A22B51,F,127
3D61534A22B52,F,108
3D61534A22B53,F,177
3D61534A22B54,F,106
3D61534A22B56,F,99
3D61534A22B57,F,115
3D61534A22B58,F,143
3D61534A22B59,F,85
3D61534A22B5A,F,96
3D61534A22B5C,F,105
3D61534A22B5D,F,90
3D61534A22B5E,F,166
3D61534A22B5F,F,149
3D61534A22B60,F,129
3D61534A22B61,F,141
3D61534A22B64,F,146
3D61534A22B65,F,111
3D61534A22B66,F,69
3D61534A22B67,F,89
3D61534A22B68,F,75
3D61534A22B69,F,154
3D61534A22B6A,F,40
3D61534A22B6B,F,83
3D61534A22B6C,F,81
3D61534A22B6D,F,93
3D61534A22B6E,F,118
3D61534A22B6F,F,123
3D61534A22B70,F,138
3D61534A22B71,F,112
3D61534A22B72,F,123
3D61534A22B73,F,121
3D61534A22B74,F,148
3D61534A22B75,F,120
3D61534A22B77,F,94
3D61534A22B78,F,145
3D61534A22B79,F,143
3D61534A22B7A,F,91
3D61534A22B7B,F,90
3D61534A22B7C,F,131
3D61534A22B7D,F,106
3D61534A22B7E,F,140
3D61534A22B7F,F,66
3D61534A22B80,F,77
3D61534A22B81,F,107
3D61534A22B82,F,104
3D61534A22B83,F,94
3D61534A22B84,F,96
3D61534A22B85,F,113
3D61534A22B86,F,155
3D61534A22B87,F,93
3D61534A22B88,F,82
3D61534A22B89,F,116
3D61534A22B8A,F,130
3D61534A22B8B,F,116
3D61534A22B8C,F,91
3D61534A22B8D,F,105
3D61534A22B90,F,116
3D61534A22B91,F,90
3D61534A22B92,F,84
3D61534A22B93,F,125
3D61534A22B94,F,85
3D61534A22B95,F,141
3D61534A22B96,F,83
3D61534A22B98,F,109
3D61534A22B99,F,112
3D61534A22B9A,F,71
3D61534A22B9B,F,83
3D61534A22B9C,F,93
3D61534A22B9D,F,86
3D61534A22B9E,F,96
3D61534A22B9F,F,120
3D61534A22BA1,F,85
3D61534A22BA2,F,99
3D61534A22BA3,F,122
3D61534A22BA4,F,150
3D61534A22BA5,F,91
3D61534A22BA6,F,105
3D61534A22BA8,F,75
3D61534A22BA9,F,90
3D61534A22BAA,F,160
3D61534A22BAB,F,83
3D61534A22BAC,F,135.5
3D61534A22BAD,F,101
3D61534A22BAE,F,112
3D61534A22BAF,F,152
3D61534A22BB0,F,148
3D61534A22BB1,F,72
3D61534A22BB2,F,147
3D61534A22BB3,F,107
3D61534A22BB4,F,167
3D61534A22BB5,F,136
3D61534A22BB6,F,88
3D61534A22BB7,F,43
3D61534A22BB8,F,120
3D61534A22BB9,F,164
3D61534A22BBB,F,99
3D61534A22BBC,F,82
3D61534A22BBD,F,85
3D61534A22BBE,F,97
3D61534A22BBF,F,127
3D61534A22BC0,F,128
3D61534A22BC1,F,95
3D61534A22BC4,F,111
3D61534A22BC5,F,109
3D61534A22BC6,F,97
3D61534A22BC8,F,89
3D61534A22BC9,F,144
3D61534A22BCA,F,134
3D61534A22BCB,F,95
3D61534A22BCC,F,82
3D61534A22BCD,F,84
3D61534A22BCE,F,80
3D61534A22BCF,F,136
3D61534A22BD0,F,87
3D61534A22BD1,F,81
3D61534A22BD2,F,104
3D61534A22BD3,F,92
3D61534A22BD5,F,77
3D61534A22BD7,F,151
3D61534A22BD9,F,95
3D61534A22BDA,F,81
3D61534A22BDB,F,111
3D61534A22BDC,F,83
3D61534A22BDD,F,185
3D61534A22BDE,F,104
3D61534A22BDF,F,81
3D61534A22BE0,F,138
3D61534A22BE1,F,80
3D61534A22BE2,F,95
3D61534A22BE4,F,109
3D61534A22BE5,F,87
3D61534A22BE6,F,82
3D61534A22BE7,F,146
3D61534A22BE8,F,89
3D61534A22BE9,F,111
3D61534A22BEA,F,180
3D61534A22BEB,F,92
3D61534A22BEC,F,99
3D61534A22BED,F,87
3D61534A22BEE,F,132
3D61534A22BEF,F,98
3D61534A22BF0,F,142
3D61534A22BF1,F,78
3D61534A22BF3,F,119
3D61534A22BF5,F,183
3D61534A22BF6,F,87
3D61534A22BF7,F,148
3D61534A22BF8,F,138
3D61534A22BFB,F,105
3D61534A22BFC,F,172
3D61534A22BFE,F,80
3D61534A22BFF,F,98
3D61534A22C00,F,177
3D61534A22C01,F,100
3D61534A22C02,F,153
3D61534A22C03,F,83
3D61534A22C05,F,120
3D61534A22C06,F,87
3D61534A22C07,F,104
3D61534A22C08,F,108
3D61534A22C09,F,116
3D61534A22C0A,F,148
3D61534A22C0B,F,152
3D61534A22C0C,F,95
3D61534A22C0E,F,128
3D61534A22C0F,F,147
3D61534A22C10,F,98
3D61534A22C11,F,87
3D61534A22C12,F,128
3D61534A22C13,F,87
3D61534A22C14,F,146
3D61534A22C15,F,130
3D61534A22C16,F,108
3D61534A22C17,F,79
3D61534A22C18,F,119
3D61534A22C19,F,113
3D61534A22C1A,F,93
3D61534A22C1B,F,97
3D61534A22C1C,F,150
3D61534A22C1D,F,124
3D61534A22C1E,F,108
3D61534A22C1F,F,139
3D61534A22C20,F,129
3D61534A22C21,F,92
3D61534A22C22,F,105
3D61534A22C23,F,85
3D61534A22C24,F,90
3D61534A22C25,F,84
3D61534A22C26,F,91
3D61534A22C27,F,180
3D61534A22C28,F,123
3D61534A22C29,F,84
3D61534A22C2A,F,123
3D61534A22C2B,F,102
3D61534A22C2C,F,106
3D61534A22C2D,F,130
3D61534A22C2E,F,134
3D61534A22C2F,F,87
3D61534A22C30,F,71
3D61534A22C31,F,111
3D61534A22C32,F,109
3D61534A22C33,F,89
3D61534A22C34,F,103
3D61534A22C35,F,81
3D61534A22C36,F,102
3D61534A22C37,F,190
3D61534A22C38,F,88
3D61534A22C39,F,115
3D61534A22C3A,F,102
3D61534A22C3B,F,174
3D61534A22C3C,F,132
3D61534A22C3D,F,100
3D61534A22C3E,F,102
3D61534A22C41,F,81
3D61534A22C43,F,97
3D61534A22C45,F,106
3D61534A22C48,F,86
3D61534A22C49,F,160
3D61534A22C4A,F,133
3D61534A22C4B,F,96
3D61534A22C4C,F,101
3D61534A22C4D,F,105
3D61534A22C4E,F,98
3D61534A22C4F,F,114
3D61534A22C50,F,140
3D61534A22C52,F,146
3D61534A22C53,F,95
3D61534A22C54,F,124
3D61534A22C55,F,102
3D61534A22C57,F,105
3D61534A22C58,F,91
3D61534A22C59,F,77
3D61534A22C5B,F,125
3D61534A22C5C,F,80
3D61534A22C5E,F,139
3D61534A22C5F,F,90
3D61534A22C62,F,117
3D61534A22C63,F,93
3D61534A22C66,F,82
3D61534A22C67,F,92
3D61534A22C68,F,102
3D61534A22C69,F,97
3D61534A22C6A,F,117
3D61534A22C6C,F,126
3D61534A22C6E,F,142
3D61534A22C6F,F,89
3D61534A22C70,F,97
3D61534A22C71,F,90
3D61534A22C72,F,78
3D61534A22C73,F,89
3D61534A22C74,F,134
3D61534A22C77,F,93
3D61534A22C78,F,119
3D61534A22C79,F,92
3D61534A22C7A,F,120
3D61534A22C7B,F,97
3D61534A22C7C,F,84
3D61534A22C7D,F,169
3D61534A22C7E,F,147
3D61534A22C7F,F,108
3D61534A22C80,F,145
3D61534A22C82,F,83
3D61534A22C83,F,114
3D61534A22C84,F,83
3D61534A22C85,F,84
3D61534A22C86,F,95
3D61534A22C87,F,82
3D61534A22C88,F,94
3D61534A22C89,F,87
3D61534A22C8B,F,83
3D61534A22C8C,F,90
3D61534A22C8D,F,119
3D61534A22C8E,F,77
3D61534A22C8F,F,94
3D61534A22C91,F,151
3D61534A22C92,F,112
3D61534A22C93,F,102
3D61534A22C94,F,141
3D61534A22C95,F,88
3D61534A22C96,F,93
3D61534A22C97,F,131
3D61534A22C98,F,78
3D61534A22C99,F,101
3D61534A22C9A,F,103
3D61534A22C9B,F,112
3D61534A22C9C,F,138
3D61534A22C9D,F,96
3D61534A22C9E,F,90
3D61534A22CA0,F,90
3D61534A22CA1,F,131
3D61534A22CA2,F,74
3D61534A22CA3,F,92
3D61534A22CA4,F,84
3D61534A22CA5,F,90
3D61534A22CA7,F,70
3D61534A22CA8,F,84
3D61534A22CAA,F,127
3D61534A22CAB,F,94
3D61534A22CAC,F,142
3D61534A22CAD,F,142
3D61534A22CAE,F,89
3D61534A22CAF,F,142
3D61534A22CB0,F,91
3D61534A22CB1,F,86
3D61534A22CB2,F,102
3D61534A22CB3,F,108
3D61534A22CB4,F,77
3D61534A22CB5,F,99
3D61534A22CB7,F,94
3D61534A22CB9,F,92
3D61534A22CBA,F,98
3D61534A22CBB,F,74
3D61534A22CBC,F,112
3D61534A22CBD,F,64
3D61534A22CBE,F,89
3D61534A22CBF,F,97
3D61534A22CC0,F,96
3D61534A22CC2,F,85
3D61534A22CC3,F,99
3D61534A22CC4,F,108
3D61534A22CC5,F,140
3D61534A22CC6,F,82
3D61534A22CC7,F,84
3D61534A22CC8,F,123
3D61534A22CC9,F,138
3D61534A22CCA,F,127
3D61534A22CCB,F,109
3D61534A22CCD,F,156
3D61534A22CCE,F,132
3D61534A22CD0,F,101
3D61534A22CD1,F,90
3D61534A22CD2,F,102
3D61534A22CD3,F,190
3D61534A22CD5,F,120
3D61534A22CD7,F,91
3D61534A22CD8,F,133
3D61534A22CD9,F,118
3D61534A22CDA,F,79
3D61534A22CDB,F,84
3D61534A22CDD,F,143
3D61534A22CDE,F,91
3D61534A22CDF,F,94
3D61534A22CE0,F,87
3D61534A22CE2,F,125
3D61534A22CE3,F,99
3D61534A22CE4,F,150
3D61534A22CE5,F,90
3D61534A22CE6,F,146
3D61534A22CE9,F,68
3D61534A22CEA,F,88
3D61534A22CEE,F,167
3D61534A22CEF,F,86
3D61534A22CF1,F,112
3D61534A22CF2,F,114
3D61534A22CF3,F,99
3D61534A22CF4,F,104
3D61534A22CF5,F,65
3D61534A22CF6,F,107
3D61534A22CF8,F,102
3D61534A22CF9,F,98
3D61534A22CFA,F,148
3D61534A22CFB,F,137
3D61534A22CFC,F,124
3D61534A22CFD,F,151
3D61534A22CFE,F,114
3D61534A22CFF,F,121
3D61534A22D01,F,126
3D61534A22D02,F,89
3D61534A22D03,F,121
3D61534A22D05,F,86
3D61534A22D06,F,131
3D61534A22D07,F,134
3D61534A22D08,F,96
3D61534A22D09,F,120
3D61534A22D0C,F,108
3D61534A22D0D,F,125
3D61534A22D0E,F,93
3D61534A22D0F,F,95
3D61534A22D11,F,101
3D61534A22D12,F,129
3D61534A22D13,F,87
3D61534A22D14,F,92
3D61534A22D15,F,140
3D61534A22D17,F,118
3D61534A22D18,F,125
3D61534A22D19,F,77
3D61534A22D1A,F,119
3D61534A22D1B,F,109
3D61534A22D1C,F,107
3D61534A22D1E,F,174
3D61534A22D1F,F,121
3D61534A22D20,F,120
3D61534A22D21,F,124
3D61534A22D22,F,97
3D61534A22D23,F,79
3D61534A22D24,F,113
3D61534A22D25,F,101
3D61534A22D26,F,119
3D61534A22D27,F,84
3D61534A22D28,F,87
3D61534A22D2A,F,142
3D61534A22D2B,F,165
3D61534A22D2C,F,75
3D61534A22D2D,F,69
3D61534A22D2E,F,181
3D61534A22D2F,F,118
3D61534A22D30,F,89
3D61534A22D31,F,116
3D61534A22D32,F,96
3D61534A22D33,F,143
3D61534A22D34,F,146
3D61534A22D35,F,85
3D61534A22D39,F,116
3D61534A22D3D,F,140
3D61534A22D3E,F,85
3D61534A22D3F,F,85
3D61534A22D41,F,171
3D61534A22D42,F,71
3D61534A22D43,F,116
3D61534A22D44,F,83
3D61534A22D45,F,86
3D61534A22D47,F,127
3D61534A22D48,F,103
3D61534A22D49,F,80
3D61534A22D4C,F,89
3D61534A22D4E,F,109
3D61534A22D50,F,96
3D61534A22D52,F,104
3D61534A22D54,F,92
3D61534A22D55,F,126
3D61534A22D56,F,126
3D61534A22D57,F,96.5
3D61534A22D58,F,92
3D61534A22D5A,F,100
3D61534A22D5B,F,120
3D61534A22D5C,F,47
3D61534A22D5D,F,82
3D61534A22D5E,F,139
3D61534A22D60,F,105
3D61534A22D61,F,89
3D61534A22D64,F,119
3D61534A22D65,F,180
3D61534A22D67,F,86
3D61534A22D68,F,155
3D61534A22D69,F,143
3D61534A22D6D,F,128
3D61534A22D6F,F,117
3D61534A22D70,F,82
3D61534A22D71,F,134
3D61534A22D72,F,147
3D61534A22D73,F,92
3D61534A22D74,F,44
3D61534A22D75,F,97
3D61534A22D76,F,95
3D61534A22D77,F,105
3D61534A22D78,F,122
3D61534A22D79,F,128
3D61534A22D7A,F,104
3D61534A22D7D,F,102
3D61534A22D7E,F,138
3D61534A22D7F,F,85
3D61534A22D80,F,170
3D61534A22D81,F,87
3D61534A22D83,F,115
3D61534A22D85,F,116
3D61534A22D86,F,144
3D61534A22D87,F,77
3D61534A22D88,F,123
3D61534A22D89,F,146
3D61534A22D8A,F,101
3D61534A22D8B,F,95
3D61534A22D8C,F,91
3D61534A22D8E,F,143
3D61534A22D8F,F,153
3D61534A22D90,F,95
3D61534A22D91,F,172
3D61534A22D93,F,82
3D61534A22D94,F,188
3D61534A22D96,F,156
3D61534A22D97,F,93
3D61534A22D98,F,95
3D61534A22D99,F,154
3D61534A22D9A,F,117
3D61534A22D9B,F,41
3D61534A22D9C,F,130
3D61534A22D9D,F,83
3D61534A22D9F,F,99
3D61534A22DA1,F,108
3D61534A22DA3,F,100
3D61534A22DA4,F,122
3D61534A23575,F,121
3D61534A23576,F,119
3D61534A23577,F,106
3D61534A23578,F,132
3D61534A23579,F,81
3D61534A2357A,F,148
3D61534A2357C,F,89
3D61534A2357D,F,106
3D61534A2357E,F,76
3D61534A2357F,F,88
3D61534A23580,F,84
3D61534A23582,F,100
3D61534A23583,F,83
3D61534A23584,F,100
3D61534A23585,F,111
3D61534A23586,F,116
3D61534A23587,F,154
3D61534A23588,F,111
3D61534A23589,F,148
3D61534A2358A,F,83
3D61534A2358B,F,96
3D61534A2358C,F,140
3D61534A2358E,F,166
3D61534A2358F,F,129
3D61534A23590,F,116
3D61534A23592,F,86
3D61534A23593,F,42
3D61534A23594,F,114
3D61534A23595,F,116
3D61534A23596,F,133
3D61534A23597,F,101
3D61534A23598,F,109
3D61534A23599,F,90
3D61534A2359A,F,136
3D61534A2359B,F,90
3D61534A2359C,F,89
3D61534A2359D,F,98
3D61534A2359E,F,70
3D61534A2359F,F,97
3D61534A235A0,F,89
3D61534A235A1,F,130
3D61534A235A2,F,92
3D61534A235A3,F,89
3D61534A235A4,F,98
3D61534A235A6,F,140
3D61534A235A7,F,143
3D61534A235A8,F,84
3D61534A235A9,F,93
3D61534A235AA,F,118
3D61534A235AB,F,139.5
3D61534A235AC,F,113
3D61534A235AD,F,110
3D61534A235AE,F,107
3D61534A235AF,F,85
3D61534A235B0,F,97
3D61534A235B1,F,144
3D61534A235B2,F,93
3D61534A235B3,F,135
3D61534A235B4,F,81
3D61534A235B6,F,137
3D61534A235B7,F,96
3D61534A235B8,F,89
3D61534A235B9,F,77
3D61534A235BA,F,100
3D61534A235BB,F,151
3D61534A235BC,F,126
3D61534A235BD,F,146
3D61534A235BF,F,93
3D61534A235C0,F,118
3D61534A235C1,F,86
3D61534A235C2,F,140
3D61534A235C3,F,92
3D61534A235C4,F,88
3D61534A235C5,F,99
3D61534A235C6,F,86
3D61534A235C7,F,150
3D61534A235C8,F,76
3D61534A235C9,F,153
3D61534A235CA,F,144
3D61534A235CB,F,110
3D61534A235CC,F,100
3D61534A235CE,F,176
3D61534A235CF,F,175
3D61534A235D0,F,92
3D61534A235D1,F,101
3D61534A235D4,F,130
3D61534A235D7,F,85
3D61534A235D8,F,111
3D61534A235D9,F,143
3D61534A235DA,F,90
3D61534A235DC,F,161
3D61534A235DD,F,116
3D61534A235E0,F,101
3D61534A235E1,F,111
3D61534A235E3,F,155
3D61534A235E4,F,83
3D61534A235E5,F,196
3D61534A235E7,F,162
3D61534A235E8,F,95
3D61534A235E9,F,128
3D61534A235EA,F,83
3D61534A235EB,F,127
3D61534A235EC,F,88
3D61534A235ED,F,80
3D61534A235EE,F,83
3D61534A235EF,F,160
3D61534A235F0,F,163
3D61534A235F1,F,128
3D61534A235F2,F,113
3D61534A235F3,F,93
3D61534A235F4,F,100
3D61534A235F6,F,40
3D61534A235F7,F,133
3D61534A235F8,F,59
3D61534A235F9,F,98
3D61534A235FA,F,90
3D61534A235FB,F,117
3D61534A235FE,F,98
3D61534A235FF,F,98
3D61534A23600,F,135
3D61534A23602,F,87
3D61534A23603,F,129
3D61534A23604,F,93.5
3D61534A23605,F,122
3D61534A23606,F,118
3D61534A23607,F,93
3D61534A2360A,F,102
3D61534A2360B,F,150
3D61534A2360D,F,73
3D61534A2360E,F,157
3D61534A2360F,F,101
3D61534A23610,F,105
3D61534A23611,F,89
3D61534A23612,F,122
3D61534A23613,F,104
3D61534A23614,F,95
3D61534A23615,F,82
3D61534A23616,F,84
3D61534A23617,F,102
3D61534A23618,F,80
3D61534A2361A,F,92
3D61534A2361B,F,82
3D61534A2361D,F,88.5
3D61534A2361E,F,124
3D61534A2361F,F,106
3D61534A23621,F,88
3D61534A23622,F,102
3D61534A23623,F,92
3D61534A23624,F,78.5
3D61534A23626,F,85
3D61534A23627,F,97
3D61534A23629,F,105
3D61534A2362A,F,98
3D61534A2362B,F,181
3D61534A2362C,F,158
3D61534A2362D,F,107
3D61534A2364A,F,44
3D61534A2364E,F,91
3D61534A23650,F,82
3D61534A23654,F,89
3D61534A2365A,F,92
3D61534A2365D,F,149
3D61534A23665,F,174
3D61534A23667,F,153
3D61534A23668,F,107
3D61534A2366E,F,93
3D61534A23670,F,152
3D61534A23672,F,44
3D61534A23673,F,136
3D61534A23675,F,155
3D61534A2367A,F,74
3D61534A2367C,F,104
3D61534A2367D,F,49
3D61534A2367E,F,146
3D61534A2367F,F,82
3D61534A23680,F,108
