"","est_escapement","optim_speed","cap_beta1","cap_beta2","surv_beta1","surv_beta2","loglik","model","QAICC","c_hat","lower_ci","upper_ci","n_boot","boot_speed"
"1",65807,4.21045017242432,-1.84799835348298,-1.84799835348298,4.03311562470605,4.033115624706,602.852012920378,"constant capture and survival rates",446.89478044933,2.73471696591364,55297,76929,50,4.47539513111114
"2",65646,3.69177198410034,-1.84407052290314,-1.84407052290314,8.04089040610574,-2.49294470957696,602.853360411043,"constant capture rate and survival related the sex",446.895765919257,2.73471696591364,54714,79529,50,5.1790493329366
"3",65862,3.24077892303467,-1.84871820539885,-1.84871820539885,3.35791871224682,0.991765401055169,602.845290605946,"constant capture rate and survival related the length",446.889864171327,2.73471696591364,56024,75726,50,4.50179313421249
"4",67474,5.04378795623779,-3.54513430506358,-0.202012072078051,5.16075931359397,5.16075931359397,602.365042206591,"capture related to sex and constant survival rate",446.538640695303,2.73471696591364,57449,82386,50,6.17212373415629
"5",66310,6.48934102058411,-3.29740750995005,-0.00353095160998186,3.58089890434203,3.58089890434203,602.171882055508,"capture related to length and constant survival rate",446.39737550882,2.73471696591364,57872,80952,50,5.03726255098979
"6",67476,3.74299597740173,-3.54511280748137,-0.202140910104061,2.49807539607318,0.357534409290428,602.364386710751,"capture related to sex and survival related to length",446.53816130687,2.73471696591364,57839,78498,50,4.91951490243276
"7",66168,6.47132897377014,-3.28495022490491,-0.00354084675452207,7.20051470978395,-2.22352811639308,602.169398103489,"capture related to length and survival related to sex",446.395558902532,2.73471696591364,56459,81550,50,5.76233553489049
"8",67468,5.20888495445251,-3.54452550935166,-0.202560087970624,9.1471652738349,0.930106353799006,602.365800473041,"capture related to sex and survival related to sex",446.539195243696,2.73471696591364,59321,78454,50,6.21276248296102
"9",66226,7.77509784698486,-3.2980463223075,-0.00352646674260052,6.56668993738098,0.124547696237786,602.155130428517,"capture related to length and survival related to length",446.385124422365,2.73471696591364,58937,81047,50,6.91129493316015
